Category1	Category2	estimate	SE	df	t.ratio	p.value
Dual-targeted_Interacting	Dual-targeted_Non-interacting	-0.322869439184602	0.0917111128431951	33266	-3.52050508575372	0.00690082439561863
Dual-targeted_Interacting	itochondria-targeted_Interacting	0.0562841540929527	0.102336071418431	33266	0.549993304538909	1
Dual-targeted_Interacting	itochondria-targeted_Non-interacting	-0.0873916605873011	0.115083647375687	33266	-0.75937513782487	1
Dual-targeted_Interacting	Not-organelle-targeted	-0.248153235078708	0.0891565137495571	33266	-2.78334385949384	0.0592153092750789
Dual-targeted_Interacting	Plastid-targeted_Interacting	-0.386486349597849	0.101835539587629	33266	-3.79520107776599	0.00251234914230372
Dual-targeted_Interacting	Plastid-targeted_Non-interacting	-0.294537861034303	0.0941348230153237	33266	-3.12889376746751	0.0245864183635011
Dual-targeted_Non-interacting	itochondria-targeted_Interacting	0.379153593277555	0.0557064891256396	33266	6.80627336650884	2.13898519715445e-10
Dual-targeted_Non-interacting	itochondria-targeted_Non-interacting	0.235477778597301	0.0766471611389194	33266	3.07223092281929	0.0255164262553117
Dual-targeted_Non-interacting	Not-organelle-targeted	0.0747162041058942	0.0240712559150168	33266	3.10395952623655	0.0248442466655664
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	-0.0636169104132475	0.0547815529211353	33266	-1.16128344344002	0.982139931528194
Dual-targeted_Non-interacting	Plastid-targeted_Non-interacting	0.0283315781502991	0.0386252031900494	33266	0.733499782794614	1
itochondria-targeted_Interacting	itochondria-targeted_Non-interacting	-0.143675814680254	0.0890872078643377	33266	-1.61275471669338	0.747651054570485
itochondria-targeted_Interacting	Not-organelle-targeted	-0.304437389171661	0.0513923015220612	33266	-5.92379364525978	6.03604308841381e-08
itochondria-targeted_Interacting	Plastid-targeted_Interacting	-0.442770503690802	0.071153087317835	33266	-6.22278695670621	9.88430426374189e-09
itochondria-targeted_Interacting	Plastid-targeted_Non-interacting	-0.350822015127256	0.0596124954676518	33266	-5.88504159027575	7.23170638247315e-08
itochondria-targeted_Non-interacting	Not-organelle-targeted	-0.160761574491407	0.0735713465670225	33266	-2.18511121507006	0.231101157502633
itochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-0.299094689010548	0.0885117857395834	33266	-3.37915099680099	0.0109190254041892
itochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	-0.207146200447002	0.0795312768401923	33266	-2.60458788890357	0.0828231558358788
Not-organelle-targeted	Plastid-targeted_Interacting	-0.138333114519142	0.0503882353876443	33266	-2.74534548501102	0.0604796746151691
Not-organelle-targeted	Plastid-targeted_Non-interacting	-0.0463846259555951	0.0320914637637798	33266	-1.44538829070014	0.747651054570485
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	0.0919484885635466	0.0587490870195146	33266	1.56510497827829	0.747651054570485
