target_id	PatMatFC	PatMatpadj	PolyRank	category	MatMomFC	MatMompadj	MatMomRank	PatDadFC	PatDadpadj	PatDadRank	DadMomFC	DadMompadj	DipRank
AsAa_g2616_AsAt_g1183	15.1649566465799	2.79715935870622e-56	1	Not-organelle-targeted	-2.10959050102806	0.228633008631293	932	0.0365898294046366	0.950971505407536	10766	13.0006731807097	6.60733253177056e-136	1
AsAa_g9278_AsAt_g9231	-13.2441894323385	4.03654800351846e-40	2	Dual-targeted_Non-interacting	1.62262588252224	0.000494934919658839	1418	-12.4195303808666	8.8669382324446e-37	1	0.795528334299431	0.0323172839136295	5490
AsAa_g9289_AsAt_g9219	-12.8345334162928	1.70913471485073e-37	3	Not-organelle-targeted	2.02757134133348	0.00000000000105259778899262	1009	-12.0054063117747	7.10315661744633e-36	3	1.19936724343037	0.000000000095461286645188	3681
AsAa_g9263_AsAt_g9244	-12.6471830540083	2.21345782489401e-35	4	Not-organelle-targeted	1.59736703259615	0.00502173559909859	1454	-11.2735094611659	5.20782689737933e-28	7	0.174800844815914	0.746986228658815	9892
AsAa_g9319_AsAt_g9188	-12.6133330850338	9.47042539870228e-39	5	Plastid-targeted_Non-interacting	1.08254610603252	3.03466549396019e-17	2441	-11.3191351271103	1.96371851556588e-31	6	-0.223900178170991	0.18992062999887	9426
AsAa_g9313_AsAt_g9194	-11.7947236658454	4.25840684021128e-35	6	Not-organelle-targeted	0.836977530896214	3.87012067113029e-23	3282	-11.382254233778	1.96381392386806e-32	5	0.402629793127262	0.000398513483936654	8008
AsAa_g9271_AsAt_g9236	-11.7932405504292	2.25906101848535e-22	7	Not-organelle-targeted	1.91627651435233	0.00603515212673341	1106	-11.4081831984715	9.13207635342956e-27	4	1.5636609213508	0.000622227781356618	2594
AsAa_g9297_AsAt_g9211	-11.7664477509079	3.41621972528409e-32	8	Mitochondria-targeted_Non-interacting	1.09336070851387	0.0000136292927546393	2415	-10.0019495973697	7.07596991242812e-25	26	-0.685626983610472	0.00000577968799946422	6089
AsAa_g9305_AsAt_g9204	-11.6076667558137	1.73492950188019e-24	9	Not-organelle-targeted	0.69782586161387	0.482261819021723	3957	-10.6185224701641	8.1003449072253e-26	11	-0.255182980018354	0.701074173474403	9174
AsAa_g12697_AsAt_g10559	-11.537598730041	1.41460030609753e-22	10	Not-organelle-targeted	4.53658191761042	0.0000000313020203039196	139	NA	NA	NA	-5.07390102395912	0.00000041618410753301	235
AsAa_g9256_AsAt_g9253	-11.5129913038619	9.24411468366828e-33	11	Not-organelle-targeted	0.894948209835174	0.00000000313871028013616	3052	-10.8503031309501	1.19521193008877e-27	9	0.212104351482458	0.423715757457905	9544
AsAa_g18041_AsAt_g15135	11.4213600999938	2.62895873678639e-31	12	Not-organelle-targeted	-9.19669599854434	3.02819123904133e-20	6	-2.87577035151439	8.21423916288722e-19	494	5.0849458512151	9.12117688877244e-65	230
AsAa_g9266_AsAt_g9241	-11.3802566453521	4.20036386455533e-31	13	Not-organelle-targeted	1.14189314537915	0.000000532008494872567	2291	-10.1696246618386	1.0755943086874e-25	20	-0.0761826263126988	0.748769412254934	10707
AsAa_g9308_AsAt_g9199	-11.3087160112259	6.94848286718203e-53	14	Dual-targeted_Non-interacting	0.350941174910298	0.32563441497479	6629	-9.15629612688968	1.85277204024526e-37	36	-1.78313190166986	0.000000000000409034660039996	2127
AsAa_g20337_AsAt_g19894	11.2549163245763	5.60973484677808e-32	15	Not-organelle-targeted	NA	NA	NA	-0.0999505382105445	0.812288624916356	10007	12.9029383560318	4.95945010220492e-39	4
AsAa_g9290_AsAt_g9218	-11.1799575172425	2.51112569186636e-30	16	Not-organelle-targeted	1.47547119822965	2.08918324975873e-22	1624	-10.0200202861461	5.77303084143601e-20	25	0.303992191919521	0.532793485705109	8786
AsAa_g9261_AsAt_g9247	-11.1466642937264	2.18482640619763e-26	17	Plastid-targeted_Non-interacting	0.424282867206625	0.280099961427434	5921	-9.68320708602841	5.76453947720511e-23	28	-1.03669755746374	0.000000000177138092050701	4323
AsAa_g9281_AsAt_g9228	-11.0707027642775	2.9357619497409e-27	18	Not-organelle-targeted	0.471487385104984	0.133608677812187	5492	-10.6201849819344	2.3326007089361e-27	10	0.0278181439546208	0.910708224228192	11111
AsAa_g9247_AsAt_g9261	-11.0368336761596	9.84888953926332e-24	19	Plastid-targeted_Non-interacting	0.834478186444245	0.0856270784452794	3296	-9.76595998957661	4.83947705482181e-24	27	-0.414271941080812	0.0152123358651257	7929
AsAa_g5417_AsAt_g3642	-10.9820071349433	1.7932875074403e-29	20	Not-organelle-targeted	0.0303456950321582	0.915893112614617	10745	NA	NA	NA	-11.0227596258355	5.2838515688078e-42	12
AsAa_g14433_AsAt_g9273	-10.8999854526552	8.85151806297201e-26	21	Plastid-targeted_Non-interacting	-1.17221994222953	0.000235717935240621	2207	NA	NA	NA	-12.9566647609135	4.71692784489623e-59	2
AsAa_g9304_AsAt_g9205	-10.8458355608431	7.39686281878023e-31	22	Plastid-targeted_Non-interacting	1.31593264824597	0.000907582546753763	1890	-8.62946751116954	1.9980821005203e-22	47	-0.891600976908852	0.000756779003363361	4971
AsAa_g9276_AsAt_g9233	-10.8374846208228	2.01949701379676e-26	23	Not-organelle-targeted	1.54433182397279	0.0000000000862734228554541	1521	-9.31790626992104	4.7023533977149e-22	33	0.0393637278187005	0.760932151654594	10999
AsAa_g9268_AsAt_g9239	-10.8247696817813	1.90102562226458e-28	24	Not-organelle-targeted	1.13280706015749	0.000000000000290608401926472	2314	-9.39417999129616	8.21728016817516e-22	30	-0.31426432094414	0.0568380907781539	8696
AsAa_g9243_AsAt_g9265	-10.7675561875036	1.41572912721453e-28	25	Not-organelle-targeted	1.07317003238794	0.0000000000257385796500792	2455	-10.377814424002	1.5502498292459e-25	16	0.665900963162148	0.00527267485044745	6220
AsAa_g21268_AsAt_g19263	10.6620142672539	6.68775137357074e-18	26	Not-organelle-targeted	NA	NA	NA	2.20830985176031	0.00256876215077265	838	7.37862402905289	9.82165945273506e-15	68
AsAa_g20637_AsAt_g19616	10.62485226776	1.07486216547729e-25	27	Not-organelle-targeted	-5.83244942868724	0.0000000629166321283201	55	-0.647467910232864	0.258030097371805	4819	5.4141588066392	6.11491041315239e-35	192
AsAa_g5966_AsAt_g4210	10.5880621291631	8.4898087912071e-27	28	Not-organelle-targeted	-2.82961782683359	0.284729548060308	495	0.968435488827796	0.000233269355565669	3070	6.59355308997695	5.0940088142538e-47	105
AsAa_g9253_AsAt_g9256	-10.5001518412501	1.94461260655757e-25	29	Mitochondria-targeted_Interacting	1.08809525440966	0.00000308844723075562	2433	-9.12724554571159	2.91501683441439e-20	37	-0.277900548009923	0.206661310401823	8988
AsAa_g16303_AsAt_g20431	10.4746762791039	4.4322882644177e-23	30	Not-organelle-targeted	-2.65849179962832	0.464241394489056	562	4.0530683667435	0.000000150192968580896	229	3.74315217371969	0.00079485109620224	534
AsAa_g5665_AsAt_g3936	-10.3895265533958	2.99408022254751e-26	31	Not-organelle-targeted	-0.00256201888424545	0.991617274062057	11125	NA	NA	NA	-11.8724849813052	4.60607582025891e-50	6
AsAa_g9267_AsAt_g9240	-10.3735992166068	3.09473213223163e-24	32	Plastid-targeted_Non-interacting	1.52592572155353	0.0000000122785416419189	1548	-9.35400496501827	2.59640994143663e-21	31	0.504599593971727	0.0114805155150199	7261
AsAa_g4100_AsAt_g5508	-10.3059505758683	1.50580137455378e-26	33	Not-organelle-targeted	1.94551206633758	0.00000218683027430831	1075	NA	NA	NA	-10.1340555834189	2.86297308996632e-35	18
AsAa_g15623_AsAt_g21087	10.2357747950668	7.77221824576715e-25	34	Not-organelle-targeted	NA	NA	NA	0.349838281401692	0.502431745784755	7272	9.74165566923057	1.47875671233242e-21	22
AsAa_g11583_AsAt_g7201	10.232872769808	2.0275781196143e-25	35	Not-organelle-targeted	-9.90891948294975	2.00543401672746e-24	2	0.864238724180858	0.00000000253196800883987	3547	-0.563427514443219	0.0000000316472043536972	6858
AsAa_g9273_AsAt_g9235	-10.2168437947451	5.94481042907577e-25	36	Not-organelle-targeted	0.840754232364536	0.00244288193424401	3259	-10.2282499160002	1.22460156887234e-24	18	0.819768986230383	0.00160014988384914	5365
AsAa_g9258_AsAt_g9250	-10.1795165809516	1.4788355446121e-50	37	Plastid-targeted_Non-interacting	0.909713067119836	0.0198224696073526	3007	-9.03228480312139	1.27760254123817e-68	38	-0.269153512775848	0.148584505146619	9046
AsAa_g2565_AsAt_g1237	10.1563083899674	1.05353460204195e-28	38	Not-organelle-targeted	-7.23526973566345	6.38756998980498e-15	23	-0.404729421188887	0.315772022027209	6735	3.30643183890996	1.27366508509496e-32	702
AsAa_g9280_AsAt_g9229	-10.1125216300547	2.18651148020516e-55	39	Not-organelle-targeted	2.16511706102377	5.8715837192799e-30	884	-10.5080377719349	9.93315757921305e-63	13	2.53737259264747	1.05076421369675e-72	1181
AsAa_g9288_AsAt_g9220	-10.0905881280774	1.39819228880746e-31	40	Not-organelle-targeted	1.32317977715404	0.00000528875862312419	1883	-10.4657685154542	5.34048625096759e-33	14	1.68326875237259	0.0000000000439256380935502	2316
AsAa_g9251_AsAt_g9258	-10.0529961568308	1.37651037748152e-23	41	Plastid-targeted_Non-interacting	-0.74342251816347	0.155004279049521	3704	-10.2780851604525	8.99645461033846e-25	17	-0.552424647222561	0.150050975980991	6934
AsAa_g9282_AsAt_g9227	-9.99511996824455	6.04576187393807e-23	42	Mitochondria-targeted_Interacting	1.55200730569585	0.000000684153661427801	1514	-6.75848484112377	0.000000000156219432228801	85	-1.68319615412306	0.00000003527421376314	2317
AsAa_g9309_AsAt_g9198	-9.87366817094779	6.99090559142821e-25	43	Mitochondria-targeted_Interacting	1.22707312220051	0.0000000296474570922702	2076	-10.1802786809856	1.12686245218327e-25	19	1.5090607251231	0.0000000000000189364868271809	2748
AsAa_g9269_AsAt_g9238	-9.74204139663829	5.44384656919039e-21	44	Not-organelle-targeted	1.74692249476139	0.0000000313020203039196	1269	-9.19247823924989	2.85534161063044e-21	34	1.19398998652978	0.0000000000284560165510436	3701
AsAa_g9302_AsAt_g9207	-9.73684785311097	1.14753976083248e-64	45	Not-organelle-targeted	1.15860107957747	0.00000000000260752098895374	2247	-9.39538142477053	9.93315757921305e-63	29	0.822374656089597	0.0000489469125508837	5348
AsAa_g83_AsAt_g3719	9.67560725541793	3.84089575786861e-21	46	Not-organelle-targeted	NA	NA	NA	-1.16748195121817	0.000000102685211735501	2375	11.8017866586669	8.8245072626206e-36	8
AsAa_g9298_AsAt_g9210	-9.65015944618849	8.55970489351285e-17	47	Not-organelle-targeted	1.34252035338831	0.0548495419742365	1843	-7.47858382386494	0.0000000000348290625673698	61	-0.806260725266812	0.141395100505775	5434
AsAa_g11588_AsAt_g7199	-9.62856208032559	2.6627717733271e-19	48	Not-organelle-targeted	3.68822054963182	NA	256	1.67354560675861	0.477944895183984	1345	-7.71101381848936	0.000000000000423408047182438	58
AsAa_g17125_AsAt_g16292	9.50765449421871	7.50486402356392e-22	49	Not-organelle-targeted	-2.90141939152836	0.517096336900606	466	9.1570954531641	3.27174977727565e-28	35	-2.49714343907052	0.285513256729204	1210
AsAa_g9254_AsAt_g9255	-9.43700840624919	4.87136217828605e-21	50	Not-organelle-targeted	1.24798099156196	0.00000122591213410992	2025	-9.33936522083122	3.78944414397576e-21	32	1.13648407073932	0.00000055832022557913	3932
AsAa_g14719_AsAt_g21948	9.40538976269478	0.00000000754299086851363	51	Not-organelle-targeted	NA	NA	NA	4.13981950076003	0.000797564391741203	222	6.28714148239301	0.000136994100070273	118
AsAa_g17080_AsAt_g16318	9.31089727292384	1.24978115482661e-21	52	Not-organelle-targeted	-6.19591744653687	0.000000024325231331152	42	-0.525620876238819	0.00963323562203617	5685	3.59734864306205	1.44781615217952e-54	578
AsAa_g6668_AsAt_g12722	-9.30033385832914	2.22313922820622e-26	53	Not-organelle-targeted	-0.0512786887839254	0.911173764657441	10450	NA	NA	NA	-9.98189221858732	1.55956765718505e-43	19
AsAa_g1757_AsAt_g2217	9.26121586652179	1.3984483595954e-28	54	Not-organelle-targeted	-5.11260127765264	0.00000000903806046429327	93	1.75693920235984	0.000000000192181130503201	1230	2.32456468834512	3.31997157120058e-18	1376
AsAa_g15772_AsAt_g20939	9.17992986562522	2.62375263228421e-18	55	Not-organelle-targeted	-2.63478417814439	0.0352501762086783	576	1.06945409278316	0.198628123320576	2712	5.35364205476295	6.02126364166293e-19	199
AsAa_g3428_AsAt_g13465	-9.17807259822099	5.99166453470743e-20	56	Not-organelle-targeted	-0.400209360371203	0.138563774302397	6161	-7.4275338087614	0.0233596477128973	62	-2.17474305079322	0.17548980974153	1545
AsAa_g10849_AsAt_g7750	9.10993883518639	2.54651629218053e-16	57	Not-organelle-targeted	-7.17284259825998	0.00000000000347296827577079	26	-0.169704277934636	0.759105005369104	9190	2.05353981650923	0.0000000000000969395186969671	1715
AsAa_g3841_AsAt_g5676	9.06777915643042	6.63307303131109e-20	58	Not-organelle-targeted	NA	NA	NA	0.028993459958002	0.928808421671473	10873	8.35608146177995	4.83232277253965e-22	35
AsAa_g14475_AsAt_g22172	-9.04445170220253	8.20033444989017e-31	59	Plastid-targeted_Non-interacting	0.655930602701431	0.0114178925193936	4193	-7.35380041133967	0.0000211729235307495	64	-0.809905877726032	0.523124989097928	5410
