target_id	length	eff_length	Aare_1	Aare_1_tpm
AsAa_g4533	951	759.164	184	2.66678
AsAa_g14924	1365	1173.16	101	0.947257
AsAa_g1957	336	151.641	702.966	51.0062
AsAt_g4674	483	291.969	0	0
AsAt_g3881	1191	999.164	9	0.0991085
AsAt_g9241	1512	1320.16	3.03174	0.0252679
AsAa_g6256	615	423.34	0	0
AsAa_g8827	810	618.164	155	2.75888
AsAa_g19432	1608	1416.16	54	0.419552
AsAt_g2836	954	762.164	2131.97	30.7779
AsAa_g15154	3399	3207.16	841.014	2.88528
AsAa_g21159	6696	6504.16	1042	1.76271
AsAt_g3991	1023	831.164	22.8302	0.302224
AsAt_g18765	2532	2340.16	2	0.00940349
AsAa_g3609	3063	2871.16	385.885	1.47878
AsAt_g6980	912	720.164	0	0
AsAt_g6975	528	336.588	30.4432	0.995168
AsAt_g19236	1476	1284.16	2	0.0171362
AsAa_g17505	561	369.406	1235.47	36.7988
AsAa_g19950	1110	918.164	0	0
AsAa_g8775	1719	1527.16	92.9141	0.669424
AsAa_g11249	3069	2877.16	315.824	1.20778
AsAa_g12630	357	170.595	6	0.386981
AsAt_g21169	1260	1068.16	26.3458	0.27138
AsAa_g11675	627	435.276	0	0
AsAt_g16594	681	489.2	0	0
AsAa_g18410	1011	819.164	45	0.604431
AsAa_g1716	252	81.9582	50	6.71247
AsAa_g22302	705	513.183	89.9344	1.92823
AsAt_g6206	1359	1167.16	0	0
AsAt_g7191	1179	987.164	0	0
AsAa_g7521	4428	4236.16	1069.56	2.77804
AsAa_g15170	1116	924.164	110.535	1.316
AsAa_g19143	429	238.986	33	1.51931
AsAa_g4195	1818	1626.16	960.653	6.49991
AsAa_g20036	846	654.164	15	0.252296
AsAa_g10983_AsAa_g15737	519	327.654	0	0
AsAt_g5510	3522	3330.16	17.4937	0.0577991
AsAa_g14895	216	57.8058	52.7423	10.0391
AsAt_g21848	720	528.183	0	0
AsAt_g18677	1701	1509.16	11.0564	0.0806089
AsAt_g19953	1332	1140.16	8.23938	0.0795119
AsAa_g17490	3687	3495.16	2	0.00629604
AsAa_g84	5475	5283.16	654.914	1.36394
AsAt_g11411	366	178.886	0	0
AsAt_g6292	354	167.806	0	0
AsAa_g6789	252	81.9582	1	0.134249
AsAt_g2363	405	215.699	7.9089	0.403434
AsAa_g17880	984	792.164	56	0.777818
AsAa_g17894	1323	1131.16	319	3.10292
AsAa_g900	495	303.87	10	0.362091
AsAa_g3495	660	468.208	2270.24	53.3505
AsAt_g9233	1317	1125.16	9.13953	0.0893745
AsAa_g6223	1698	1506.16	2588.84	18.912
AsAt_g16355	1977	1785.16	0	0
AsAa_g10872	1359	1167.16	0	0
AsAt_g9569	819	627.164	1.01581	0.0178212
AsAa_g1318	2523	2331.16	310.516	1.4656
AsAa_g12803	3264	3072.16	8.07115	0.0289066
AsAt_g20899	702	510.183	2	0.0431329
AsAt_g20312	1725	1533.16	35.643	0.255795
AsAt_g14467	1035	843.164	0	0
AsAt_g11911	1152	960.164	0	0
AsAa_g7152	573	381.4	0	0
AsAt_g2215	1269	1077.16	89.99	0.919217
AsAa_g800	786	594.174	14514	268.768
AsAt_g2808	456	265.436	0	0
AsAa_g18075	2220	2028.16	1190.84	6.46032
AsAa_g6253	1254	1062.16	2595.42	26.8857
AsAa_g15427	306	125.116	1767.07	155.397
AsAa_g20216	1104	912.164	142	1.71286
AsAa_g20974	402	212.814	4	0.206806
AsAt_g14278	501	309.808	0	0
AsAa_g14203	1326	1134.16	598	5.80137
AsAa_g20322	1341	1149.16	401.844	3.84752
AsAt_g14938	1368	1176.16	13.2132	0.123608
AsAa_g10734	1878	1686.16	61.7391	0.402871
AsAa_g10003	777	585.174	16	0.300843
AsAt_g8581	888	696.164	0	0
AsAt_g6183	891	699.164	1.00267	0.0157793
AsAa_g14859	2433	2241.16	120.765	0.592889
AsAt_g9736	672	480.208	0	0
AsAt_g21764	489	297.91	0	0
AsAa_g8375	1140	948.164	53	0.615032
AsAa_g1855	1068	876.164	117	1.46928
AsAa_g10891	1887	1695.16	588.535	3.82002
AsAa_g10276	975	783.164	2057.95	28.9126
AsAt_g18062	651	459.238	0	0
AsAa_g988	1521	1329.16	3	0.0248341
AsAa_g1637	1530	1338.16	18	0.148002
AsAt_g20729	1044	852.164	0	0
AsAt_g16311	903	711.164	7	0.108301
AsAt_g4399	789	597.174	1	0.0184249
AsAt_g91	1626	1434.16	0	0
AsAa_g7509	855	663.164	12	0.199097
AsAa_g7623	690	498.183	714.992	15.7913
AsAt_g22101	327	143.547	194.023	14.8719
AsAt_g11858	1938	1746.16	0	0
AsAt_g18390	879	687.164	0	0
AsAa_g20616	1728	1536.16	0	0
AsAt_g21009	1146	954.164	0	0
AsAt_g11880	312	130.299	4.80856	0.406048
AsAa_g3195	435	244.844	19	0.853826
AsAt_g10906	480	289.012	0	0
AsAt_g18345	798	606.164	686.97	12.4696
AsAt_g6609	2364	2172.16	720.014	3.64715
AsAt_g14039	1572	1380.16	0	0
AsAa_g23141	1077	885.164	0	0
AsAa_g5126	1350	1158.16	33.7804	0.320922
AsAt_g3187	660	468.208	13	0.305499
AsAa_g20743	915	723.164	10	0.152149
AsAt_g11001	465	274.31	0	0
AsAt_g4992	3612	3420.16	3.25319	0.0104657
AsAa_g11028	2586	2394.16	1084.92	4.98598
AsAt_g11504	486	294.939	0	0
AsAa_g8049	1014	822.164	123	1.64608
AsAa_g16394	1893	1701.16	0	0
AsAa_g23326	300	119.872	8.88889	0.815896
AsAt_g15254	942	750.164	0	0
AsAa_g18351	864	672.164	18.9474	0.310155
AsAa_g11062	2184	1992.16	4439.94	24.5221
AsAa_g127	1275	1083.16	234.826	2.38538
AsAa_g6731	1275	1083.16	50.0891	0.508808
AsAt_g1069	660	468.208	0	0
AsAa_g12182	2025	1833.16	176.9	1.06178
AsAt_g10655	705	513.183	0	0
AsAa_g16363	693	501.183	205	4.50052
AsAt_g20679	726	534.183	3.69873	0.0761848
AsAa_g10454	573	381.4	109	3.1445
AsAa_g8264	618	426.29	0	0
AsAa_g22179	3636	3444.16	87	0.277933
AsAa_g16662	1950	1758.16	848.98	5.31304
AsAa_g13226	2199	2007.16	33.6367	0.184389
AsAa_g8806	318	135.608	0	0
AsAa_g1451	516	324.692	0	0
AsAt_g13717	882	690.164	6.025	0.0960528
AsAa_g13605	1275	1083.16	40	0.406323
AsAt_g12005	414	224.415	0	0
AsAa_g21890	879	687.164	827	13.2419
AsAt_g972	873	681.164	198.791	3.21108
AsAa_g14435	753	561.183	479	9.39153
AsAt_g8577	675	483.2	0	0
AsAt_g20981	1284	1092.16	0	0
AsAa_g8019	3267	3075.16	756.335	2.70615
AsAa_g3580	441	250.72	31	1.36044
AsAt_g5553	276	100.075	0	0
AsAa_g23290	1191	999.164	8	0.0880965
AsAa_g18000	1491	1299.16	144	1.21956
AsAa_g19344	3567	3375.16	2487.87	8.11031
AsAa_g13255	1020	828.164	2219.49	29.4878
AsAt_g3092	1755	1563.16	81.9623	0.576919
AsAt_g4830	999	807.164	0	0
AsAt_g7561	1023	831.164	154	2.03863
AsAt_g8953	1839	1647.16	1	0.00667988
AsAa_g7558	2187	1995.16	54	0.297797
AsAa_g20927	843	651.164	0	0
AsAa_g22678	1380	1188.16	0	0
AsAt_g12804	960	768.164	7	0.100265
AsAt_g1780	3663	3471.16	5.24452	0.016624
AsAa_g2069	3099	2907.16	104.941	0.397174
AsAt_g9353	1086	894.164	4.02737	0.0495575
AsAt_g18258	1302	1110.16	1	0.00991102
AsAa_g806	1611	1419.16	1789.31	13.8726
AsAa_g10877	1515	1323.16	590.661	4.91168
AsAt_g7385	1125	933.164	40.3495	0.475758
AsAa_g14738	1557	1365.16	9	0.0725376
AsAt_g11489	1059	867.164	0	0
AsAa_g12175	1203	1011.16	4	0.0435255
AsAa_g20820	1464	1272.16	355.627	3.07579
AsAa_g21003	3135	2943.16	104	0.388798
AsAt_g18806	1119	927.164	8.19079	0.0972018
AsAa_g5078	789	597.174	90.4373	1.6663
AsAa_g10400	486	294.939	823.984	30.7391
AsAa_g10831	213	55.9863	0	0
AsAa_g9043	1356	1164.16	0	0
AsAa_g14684	1554	1362.16	12	0.0969297
AsAa_g6391	660	468.208	260.911	6.1314
AsAa_g1711	570	378.4	450	13.0848
AsAt_g3069	1455	1263.16	8.11315	0.07067
AsAt_g14398	369	181.706	1.11615	0.0675866
AsAt_g1277	2541	2349.16	46.3153	0.216928
AsAt_g9238	2418	2226.16	0	0
AsAt_g13186	378	190.182	0	0
AsAt_g14087	1068	876.164	0	0
AsAt_g21406	612	420.34	0	0
AsAt_g9227	252	81.9582	0	0
AsAt_g8272	501	309.808	12.0146	0.426699
AsAa_g13553	2571	2379.16	39	0.180362
AsAa_g1510	1917	1725.16	0	0
AsAt_g15508	867	675.164	0	0
AsAt_g15125	1821	1629.16	388	2.62043
AsAt_g12089	663	471.208	1.0048	0.0234623
AsAa_g10821	1386	1194.16	527.53	4.86058
AsAt_g2828	1038	846.164	13	0.169042
AsAt_g73	1899	1707.16	2.06452	0.013306
AsAa_g22968	1344	1152.16	670.712	6.40512
AsAa_g6198	774	582.174	0	0
AsAa_g13139	954	762.164	0	0
AsAa_g11705	1968	1776.16	1343.95	8.32543
AsAt_g10482	3258	3066.16	1.026	0.00368178
AsAa_g12163	501	309.808	5	0.177575
AsAa_g5414	624	432.283	0	0
AsAt_g15171	387	198.618	0	0
AsAa_g330	378	190.182	0	0
AsAa_g17250	1671	1479.16	1093.91	8.1371
AsAa_g13809	4614	4422.16	1063	2.64486
AsAa_g5795	1587	1395.16	25	0.197161
AsAt_g14350	822	630.164	1.01978	0.0178057
AsAt_g3994	765	573.174	3.19955	0.0614197
AsAt_g9329	999	807.164	0	0
AsAa_g6879	465	274.31	35.9392	1.44156
AsAa_g13782	630	438.276	100.917	2.53352
AsAa_g7077	897	705.164	0	0
AsAa_g17839	1554	1362.16	10902.1	88.0619
