target_id	length	eff_length	Aare_6	Aare_6_tpm
AsAa_g4533	951	769.326	109	1.557
AsAa_g14924	1365	1183.33	85	0.789383
AsAa_g1957	336	160.57	736.951	50.4367
AsAt_g4674	483	301.992	0	0
AsAt_g3881	1191	1009.33	5	0.0544392
AsAt_g9241	1512	1330.33	2.01814	0.0166712
AsAa_g6256	615	433.405	0	0
AsAa_g8827	810	628.368	118.983	2.08087
AsAa_g19432	1608	1426.33	47.9793	0.369665
AsAt_g2836	954	772.326	1092.6	15.5466
AsAa_g15154	3399	3217.33	1091.14	3.72699
AsAa_g21159	6696	6514.33	1862	3.14111
AsAt_g3991	1023	841.326	33.1827	0.433432
AsAt_g18765	2532	2350.33	1	0.00467569
AsAa_g3609	3063	2881.33	470.492	1.79446
AsAt_g6980	912	730.341	0	0
AsAt_g6975	528	346.666	30.5431	0.968221
AsAt_g19236	1476	1294.33	7	0.059433
AsAa_g17505	561	379.543	1113.87	32.2514
AsAa_g19950	1110	928.326	0	0
AsAa_g8775	1719	1537.33	159.907	1.14307
AsAa_g11249	3069	2887.33	289.785	1.10294
AsAa_g12630	357	179.918	27	1.64916
AsAt_g21169	1260	1078.33	17.1474	0.174752
AsAa_g11675	627	445.387	0	0
AsAt_g16594	681	499.378	0	0
AsAa_g18410	1011	829.326	21	0.278271
AsAa_g1716	252	89.7367	40.8375	5.00106
AsAa_g22302	705	523.378	7	0.146979
AsAt_g6206	1359	1177.33	0	0
AsAt_g7191	1179	997.326	0	0
AsAa_g7521	4428	4246.33	538.603	1.39389
AsAa_g15170	1116	934.326	144	1.6937
AsAa_g19143	429	248.669	33.6666	1.48782
AsAa_g4195	1818	1636.33	1030.47	6.92049
AsAa_g20036	846	664.368	0	0
AsAa_g10983_AsAa_g15737	519	337.741	0	0
AsAt_g5510	3522	3340.33	24.4715	0.0805092
AsAa_g14895	216	63.9305	51	8.76669
AsAt_g21848	720	538.368	0	0
AsAt_g18677	1701	1519.33	10.1775	0.0736146
AsAt_g19953	1332	1150.33	5.09827	0.0487052
AsAa_g17490	3687	3505.33	0	0
AsAa_g84	5475	5293.33	1153.92	2.39564
AsAt_g11411	366	188.248	0	0
AsAt_g6292	354	177.122	0	0
AsAa_g6789	252	89.7367	6	0.734775
AsAt_g2363	405	225.322	18.319	0.893451
AsAa_g17880	984	802.326	25	0.342423
AsAa_g17894	1323	1141.33	343	3.30261
AsAa_g900	495	313.917	18	0.630131
AsAa_g3495	660	478.378	2062.56	47.3814
AsAt_g9233	1317	1135.33	11.1731	0.10815
AsAa_g6223	1698	1516.33	3682.5	26.6885
AsAt_g16355	1977	1795.33	0	0
AsAa_g10872	1359	1177.33	0	0
AsAt_g9569	819	637.368	2	0.0344837
AsAa_g1318	2523	2341.33	295.004	1.38465
AsAa_g12803	3264	3082.33	8.09718	0.0288688
AsAt_g20899	702	520.378	0	0
AsAt_g20312	1725	1543.33	39.9571	0.284518
AsAt_g14467	1035	853.326	0	0
AsAt_g11911	1152	970.326	0	0
AsAa_g7152	573	391.505	0	0
AsAt_g2215	1269	1087.33	67.3235	0.680425
AsAa_g800	786	604.368	12058.6	219.264
AsAt_g2808	456	275.313	0	0
AsAa_g18075	2220	2038.33	1539.8	8.30164
AsAa_g6253	1254	1072.33	2423.58	24.8372
AsAa_g15427	306	133.817	1319.36	108.35
AsAa_g20216	1104	922.326	107.823	1.2847
AsAa_g20974	402	222.457	0	0
AsAt_g14278	501	319.867	0	0
AsAa_g14203	1326	1144.33	716.96	6.88523
AsAa_g20322	1341	1159.33	572.749	5.42915
AsAt_g14938	1368	1186.33	18	0.166741
AsAa_g10734	1878	1696.33	66.961	0.433797
AsAa_g10003	777	595.368	9	0.166123
AsAt_g8581	888	706.341	0	0
AsAt_g6183	891	709.341	0	0
AsAa_g14859	2433	2251.33	187.853	0.916967
AsAt_g9736	672	490.378	0	0
AsAt_g21764	489	307.967	0	0
AsAa_g8375	1140	958.326	65	0.745373
AsAa_g1855	1068	886.326	4	0.0495952
AsAa_g10891	1887	1705.33	558.439	3.59867
AsAa_g10276	975	793.326	1265.98	17.5368
AsAt_g18062	651	469.378	0	0
AsAa_g988	1521	1339.33	2	0.0164103
AsAa_g1637	1530	1348.33	30	0.244512
AsAt_g20729	1044	862.326	0	0
AsAt_g16311	903	721.341	20	0.304693
AsAt_g4399	789	607.368	1	0.0180935
AsAt_g91	1626	1444.33	0	0
AsAa_g7509	855	673.341	9	0.146886
AsAa_g7623	690	508.378	635.943	13.7469
AsAt_g22101	327	152.355	167.459	12.0788
AsAt_g11858	1938	1756.33	0	0
AsAt_g18390	879	697.341	0	0
AsAa_g20616	1728	1546.33	0	0
AsAt_g21009	1146	964.326	2	0.0227918
AsAt_g11880	312	139.039	0	0
AsAa_g3195	435	254.593	2	0.086329
AsAt_g10906	480	299.022	0	0
