Category1	Category2	estimate	SE	df	t.ratio	p.value
AreNot-organelle-targeted	Dual-targeted_Interacting	-0.106849822940504	0.0658528887846035	88386	-1.6225533140998	0.837507951348035
AreNot-organelle-targeted	Dual-targeted_Non-interacting	0.132744017476799	0.0180673245968893	88386	7.34718728082483	4.28730897085113e-12
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	0.0113369329805022	0.0322953412716677	88386	0.351039268640519	1
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	0.0499638999818407	0.0505692867882897	88386	0.988028567438898	1
AreNot-organelle-targeted	Plastid-targeted_Interacting	0.222923636413505	0.0371943859768912	88386	5.99347537426768	4.12391088724901e-08
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	0.115167345677773	0.0235964697880546	88386	4.88070235557333	2.01195750061914e-05
Dual-targeted_Interacting	Dual-targeted_Non-interacting	0.239593840417303	0.0679698257312742	88386	3.52500301184473	0.00677907204390712
Dual-targeted_Interacting	Mitochondria-targeted_Interacting	0.118186755921006	0.073051064740384	88386	1.61786493244185	0.837507951348035
Dual-targeted_Interacting	Mitochondria-targeted_Non-interacting	0.156813722922345	0.0827690869716871	88386	1.89459288074527	0.523346576010603
Dual-targeted_Interacting	Plastid-targeted_Interacting	0.329773459354009	0.0753451480856491	88386	4.37683736422067	0.000216992904311854
Dual-targeted_Interacting	Plastid-targeted_Non-interacting	0.222017168618277	0.0696438251269198	88386	3.18789452207242	0.0200707772173806
Dual-targeted_Non-interacting	Mitochondria-targeted_Interacting	-0.121407084496297	0.0364181728882144	88386	-3.33369509966785	0.012860360936339
Dual-targeted_Non-interacting	Mitochondria-targeted_Non-interacting	-0.0827801174949584	0.0532967824069971	88386	-1.55319165166133	0.837507951348035
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	0.0901796189367056	0.0408254405592955	88386	2.20890742883049	0.271836359264084
Dual-targeted_Non-interacting	Plastid-targeted_Non-interacting	-0.017576671799026	0.0289842653024216	88386	-0.60642116043416	1
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	0.0386269670013385	0.0596414944875027	88386	0.647652566946196	1
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	0.211586703433002	0.048818822667333	88386	4.3341213874579	0.00024905816611558
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	0.103830412697271	0.0394543848625867	88386	2.63165711641166	0.10198118701451
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	0.172959736431664	0.0624302902848237	88386	2.77044581472512	0.0727886895122561
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	0.0652034456959323	0.0554158116723749	88386	1.17662168482568	1
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	-0.107756290735732	0.0435555021234951	88386	-2.47399950596838	0.146991368765657
