Category1	Category2	estimate	SE	df	t.ratio	p.value	model
AreNot-organelle-targeted	Dual-targeted_Non-interacting	-0.201237813190702	0.0165650368556069	87996	-12.1483468431033	9.34824836843856e-33	AD2m4full
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	-0.200897439192006	0.0280232116707075	87996	-7.16896555443724	9.13891004458059e-12	AD2m4full
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	-0.175219792335023	0.0426953150459905	87996	-4.10395829486866	0.000284554365596475	AD2m4full
AreNot-organelle-targeted	Plastid-targeted_Interacting	-0.42602760358802	0.0373709856748943	87996	-11.3999563001686	6.14870554940461e-29	AD2m4full
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	-0.22301683903717	0.0223285315775331	87996	-9.9879760683219	2.3021584495117e-22	AD2m4full
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	-0.224789790397318	0.0404717295637921	87996	-5.55424225305226	3.07583840157659e-07	AD2m4full
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	-0.225130164396015	0.0463558069738658	87996	-4.85656876867524	1.19641978514812e-05	AD2m4full
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-0.250807811252997	0.0564486525501993	87996	-4.44311422721659	7.10192405877769e-05	AD2m4full
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	0.20301076455085	0.0431523321532656	87996	4.70451431987059	2.2937116374897e-05	AD2m4full
AreNot-organelle-targeted	Dual-targeted_Non-interacting	-0.146803443125353	0.0198837735612528	87996	-7.38307759707275	2.34045604848164e-12	AD2m4Mom
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	-0.194238558842147	0.0336375463680782	87996	-5.77445681431978	9.29524915379448e-08	AD2m4Mom
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	-0.155945347055501	0.0512491450457278	87996	-3.04288680165018	0.0257828474932341	AD2m4Mom
AreNot-organelle-targeted	Plastid-targeted_Interacting	-0.268595831330528	0.0448581082793607	87996	-5.98767628937462	2.99154429249622e-08	AD2m4Mom
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	-0.156057205881838	0.0268019606423436	87996	-5.82260409842138	7.5579668812718e-08	AD2m4Mom
AreNot-organelle-targeted	Dual-targeted_Non-interacting	-0.255672183256051	0.0203250481298329	87996	-12.5791674205572	4.1358732378515e-35	AD2m4Dad
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	-0.207556319541865	0.0343840542538143	87996	-6.03641205338199	1.58206319411615e-08	AD2m4Dad
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	-0.194494237614546	0.0523865018105524	87996	-3.71267847427385	0.00143642641156343	AD2m4Dad
AreNot-organelle-targeted	Plastid-targeted_Interacting	-0.583459375845513	0.0458536306995554	87996	-12.7243877299158	7.00062295488325e-36	AD2m4Dad
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	-0.289976472192502	0.0273967684429416	87996	-10.5843312431693	4.74884008055463e-25	AD2m4Dad
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	-0.327787192589462	0.0496581962631265	87996	-6.60086787793496	4.67101413383122e-10	AD2m4Dad
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	-0.375903056303648	0.0568778696995266	87996	-6.60895104351591	4.67101413383122e-10	AD2m4Dad
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-0.388965138230967	0.0692616376255549	87996	-5.61588133872615	1.76535735899976e-07	AD2m4Dad
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	0.293482903653011	0.0529472548461484	87996	5.54292955330355	2.38642044189807e-07	AD2m4Dad
