target_id	length	eff_length	AD2_2	AD2_2_tpm
Gohir.D08G013000	1846	1664.24	949.883	5.89702
Gohir.A02G177000	2260	2078.24	162.372	0.807222
Gohir.A04G123700	1724	1542.24	319.05	2.1374
Gohir.A08G078800	1460	1278.24	0	0
Gohir.D11G072700	1486	1304.24	110.202	0.87299
Gohir.A07G011700	1009	827.245	158.123	1.97488
Gohir.D10G087901	1705	1523.24	0	0
Gohir.A02G020600	2886	2704.24	313.51	1.1978
Gohir.A12G259001	1815	1633.24	0	0
Gohir.A13G108900	818	636.261	147.833	2.40057
Gohir.D13G222400	3480	3298.24	540.831	1.69418
Gohir.D05G182700	2023	1841.24	0	0
Gohir.A02G036800	2534	2352.24	77.5915	0.340809
Gohir.D02G178800	868	686.245	2	0.0301114
Gohir.A13G197800	2698	2516.24	0	0
Gohir.D10G060800	2725	2543.24	90.1223	0.36612
Gohir.A05G314900	1915	1733.24	170.039	1.0136
Gohir.D11G312636	3883	3701.24	12.5104	0.0349222
Gohir.D04G065100	1199	1017.24	0	0
Gohir.A06G132400	985	803.245	81.9516	1.05412
Gohir.A06G182800	2308	2126.24	62.2707	0.302587
Gohir.A04G111300	915	733.245	2	0.0281813
Gohir.A02G060600	1709	1527.24	67.1667	0.454386
Gohir.D02G217101	957	775.245	63.1558	0.841694
Gohir.A04G028900	1661	1479.24	91.6714	0.640286
Gohir.D06G213100	914	732.245	238.31	3.36253
Gohir.D07G187300	2176	1994.24	250.135	1.29591
Gohir.D11G200400	2462	2280.24	327.57	1.48423
Gohir.A10G041100	2754	2572.24	42.7915	0.17188
Gohir.D06G061000	1965	1783.24	8	0.046351
Gohir.A04G046800	1823	1641.24	140.78	0.886234
Gohir.D12G199300	1212	1030.24	8	0.0802286
Gohir.D06G116500	1998	1816.24	97.8843	0.556825
Gohir.A09G249400	719	537.303	0.035958	0.000691442
Gohir.A05G090300	1984	1802.24	22.786	0.130627
Gohir.D02G123700	2700	2518.24	57.1331	0.234406
Gohir.A05G036500	2174	1992.24	45.2548	0.234694
Gohir.D11G062000	2003	1821.24	105.653	0.599369
Gohir.D05G166000	894	712.245	0	0
Gohir.A08G208900	2015	1833.24	15.624	0.0880546
Gohir.A02G017701	426	246.119	0	0
Gohir.A12G110300	2229	2047.24	427.921	2.1596
Gohir.D10G139300	1711	1529.24	269.757	1.82254
Gohir.D06G081600	1839	1657.24	14	0.0872813
Gohir.D10G100450	505	323.846	5.24451	0.167319
Gohir.A05G232300	2912	2730.24	308.71	1.16823
Gohir.D13G140200	1483	1301.24	327.575	2.60095
Gohir.D11G084200	1653	1471.24	36.0916	0.253455
Gohir.A06G104500	1953	1771.24	38.5377	0.224795
Gohir.A02G048901	695	513.316	2	0.0402554
Gohir.D07G067300	637	455.352	92.5698	2.1004
Gohir.D05G179200	637	455.352	0	0
Gohir.A05G334375	1248	1066.24	0	0
Gohir.A05G042800	1498	1316.24	139.373	1.09401
Gohir.A04G028404	1585	1403.24	34.6492	0.255117
Gohir.D09G238800	898	716.245	3	0.0432753
Gohir.A11G030881	2053	1871.24	674.041	3.72165
Gohir.D09G164440	504	322.854	1	0.0320017
Gohir.A12G128850	1905	1723.24	0	0
Gohir.D09G058025	303	133.198	6	0.465407
Gohir.A12G161300	1882	1700.24	97.5864	0.593004
Gohir.D01G194350	2745	2563.24	0	0
