target_id	length	eff_length	AD1_4	AD1_4_tpm
Gohir.D08G013000	1846	1653.87	375.531	2.44953
Gohir.A02G177000	2260	2067.87	279.243	1.45679
Gohir.A04G123700	1724	1531.87	532.675	3.75127
Gohir.A08G078800	1460	1267.87	0	0
Gohir.D11G072700	1486	1293.87	158.994	1.32565
Gohir.A07G011700	1009	816.871	119.276	1.57521
Gohir.D10G087901	1705	1512.87	0	0
Gohir.A02G020600	2886	2693.87	241.398	0.96671
Gohir.A12G259001	1815	1622.87	0	0
Gohir.A13G108900	818	625.929	128.545	2.21548
Gohir.D13G222400	3480	3287.87	543.134	1.78209
Gohir.D05G182700	2023	1830.87	150.798	0.888537
Gohir.A02G036800	2534	2341.87	0	0
Gohir.D02G178800	868	675.903	2	0.0319216
Gohir.A13G197800	2698	2505.87	6	0.0258304
Gohir.D10G060800	2725	2532.87	99.9306	0.425622
Gohir.A05G314900	1915	1722.87	173.32	1.08526
Gohir.D11G312636	3883	3690.87	10.2463	0.0299487
Gohir.D04G065100	1199	1006.87	0	0
Gohir.A06G132400	985	792.887	193.477	2.63243
Gohir.A06G182800	2308	2115.87	132.74	0.676785
Gohir.A04G111300	915	722.903	1	0.0149231
Gohir.A02G060600	1709	1516.87	64.5576	0.459131
Gohir.D02G217101	957	764.903	87.58	1.2352
Gohir.A04G028900	1661	1468.87	77.3367	0.56799
Gohir.D06G213100	914	721.903	291.652	4.35838
Gohir.D07G187300	2176	1983.87	1091.19	5.93372
Gohir.D11G200400	2462	2269.87	418.699	1.98994
Gohir.A10G041100	2754	2561.87	62.9185	0.264947
Gohir.D06G061000	1965	1772.87	9	0.0547651
Gohir.A04G046800	1823	1630.87	198.753	1.31472
Gohir.D12G199300	1212	1019.87	23	0.243288
Gohir.D06G116500	1998	1805.87	127.154	0.759597
Gohir.A09G249400	719	526.996	1.7479	0.0357806
Gohir.A05G090300	1984	1791.87	195.202	1.17521
Gohir.D02G123700	2700	2507.87	84.5959	0.3639
Gohir.A05G036500	2174	1981.87	63.2885	0.344499
Gohir.D11G062000	2003	1810.87	178.223	1.06173
Gohir.D05G166000	894	701.903	1	0.0153696
Gohir.A08G208900	2015	1822.87	24.7405	0.146417
Gohir.A02G017701	426	236.128	0	0
Gohir.A12G110300	2229	2036.87	405.502	2.14767
Gohir.D10G139300	1711	1518.87	385.442	2.73764
Gohir.D06G081600	1839	1646.87	44.2837	0.290083
Gohir.D10G100450	505	313.755	11	0.378216
Gohir.A05G232300	2912	2719.87	364.492	1.4457
Gohir.D13G140200	1483	1290.87	301.206	2.51721
Gohir.D11G084200	1653	1460.87	41.9045	0.309447
Gohir.A06G104500	1953	1760.87	42.8501	0.26252
Gohir.A02G048901	695	503.016	0	0
Gohir.D07G067300	637	445.147	204.09	4.94602
Gohir.D05G179200	637	445.147	0	0
Gohir.A05G334375	1248	1055.87	6	0.0613026
Gohir.A05G042800	1498	1305.87	181.497	1.49937
Gohir.A04G028404	1585	1392.87	190.907	1.4786
Gohir.D09G238800	898	705.903	15	0.229237
Gohir.A11G030881	2053	1860.87	520.226	3.01588
Gohir.D09G164440	504	312.762	1.84912	0.0637808
Gohir.A12G128850	1905	1712.87	8.16892	0.0514492
Gohir.D09G058025	303	122.682	12	1.05521
Gohir.A12G161300	1882	1689.87	124.15	0.792556
Gohir.D01G194350	2745	2552.87	0	0
Gohir.D05G017800	712	519.996	175.107	3.6328
Gohir.D06G167100	1645	1452.87	128.138	0.951454
Gohir.A08G219555	1498	1305.87	131.987	1.09036
Gohir.A05G006100	1128	935.871	167.595	1.93189
Gohir.D04G010300	2689	2496.87	325.138	1.40479
Gohir.D01G057100	1269	1076.87	0	0
Gohir.D04G170800	1594	1401.87	124.554	0.958493
Gohir.A01G153800	1751	1558.87	22.3722	0.154823
Gohir.D08G228400	1119	926.871	0	0
Gohir.A04G048165	1065	872.871	18.7662	0.231934
Gohir.A10G237000	918	725.903	1	0.0148614
Gohir.A13G016300	1270	1077.87	12.8647	0.128757
Gohir.D08G191800	1624	1431.87	495.288	3.73158
Gohir.A09G110880	1269	1076.87	1	0.0100179
Gohir.A05G236950	636	444.147	2	0.0485782
Gohir.D09G120400	2577	2384.87	49.6301	0.224501
Gohir.D03G135900	1752	1559.87	0	0
Gohir.A08G101400	804	611.929	106.122	1.87087
Gohir.D07G105100	1173	980.871	87.9761	0.96759
Gohir.D05G279500	1041	848.871	0	0
Gohir.A11G029900	871	678.903	2492.15	39.6009
Gohir.D05G344800	1847	1654.87	0	0
Gohir.A11G286841	945	752.903	0	0
Gohir.D03G031800	1092	899.871	105.995	1.2707
Gohir.A11G096800	2714	2521.87	160.171	0.685171
Gohir.A03G186400	1186	993.871	13.2538	0.143863
Gohir.D04G161600	1440	1247.87	112	0.968248
Gohir.D10G096000	1922	1729.87	54.7403	0.341375
Gohir.D11G217600	2203	2010.87	6.81975	0.0365866
Gohir.A06G061900	913	720.903	6	0.0897869
Gohir.A06G078300	2296	2103.87	72.54	0.371961
Gohir.D05G234600	3130	2937.87	70.189	0.257736
Gohir.A13G194500	999	806.871	312	4.17147
Gohir.A06G043800	4312	4119.87	164.18	0.429908
Gohir.A09G087600	1070	877.871	9	0.110599
Gohir.D13G042300	1337	1144.87	213.194	2.00889
Gohir.D03G095800	2782	2589.87	176.262	0.734209
Gohir.D08G069200	3165	2972.87	296.445	1.07574
Gohir.D11G105400	1852	1659.87	17	0.110487
Gohir.D11G065833	922	729.903	14.9131	0.220416
Gohir.D02G136400	4076	3883.87	905.823	2.51604
Gohir.D02G043200	2366	2173.87	3.0163	0.0149685
Gohir.A02G162900	952	759.903	15.8501	0.225016
Gohir.D03G166101	1665	1472.87	202.639	1.48422
Gohir.A05G044600	1089	896.871	1385.04	16.6598
Gohir.D13G072400	2007	1814.87	198.45	1.17962
Gohir.D02G104300	1911	1718.87	37.7706	0.237055
Gohir.A09G026000	7171	6978.87	523.12	0.808638
Gohir.A05G057500	1461	1268.87	39.7456	0.337917
Gohir.A08G114700	1067	874.871	2	0.0246618
Gohir.D10G152000	1549	1356.87	331.566	2.63615
Gohir.D05G287000	1718	1525.87	580.721	4.10571
Gohir.A02G144200	969	776.903	141.984	1.97157
Gohir.A12G030701	522	330.562	0	0
Gohir.D02G014900	3427	3234.87	16.1933	0.0540027
Gohir.A10G169466	748	555.975	34	0.659724
Gohir.A07G112100	1898	1705.87	123.94	0.783795
Gohir.D06G172800	619	427.217	0	0
Gohir.D08G092550	231	68.1959	0	0
Gohir.A04G018100	2811	2618.87	5	0.0205965
Gohir.D06G070000	3166	2973.87	252.264	0.915108
Gohir.A06G175900	1442	1249.87	31.8312	0.274743
Gohir.D10G113200	1290	1097.87	128.77	1.26532
Gohir.A06G089000	2502	2309.87	334.662	1.56299
Gohir.D10G136700	1374	1181.87	4	0.0365114
Gohir.D02G211100	963	770.903	174.983	2.44869
Gohir.D06G009100	2758	2565.87	139.97	0.588489
Gohir.A06G203700	1768	1575.87	115.637	0.791615
Gohir.A10G031650	915	722.903	0	0
Gohir.D06G185900	1275	1082.87	8.33096	0.0829959
Gohir.D02G193500	354	167.914	34	2.18439
Gohir.D12G211400	642	450.129	53	1.27021
Gohir.D07G106900	1085	892.871	4	0.0483292
Gohir.A05G257150	774	581.94	0	0
Gohir.D09G074600	858	665.916	432.844	7.01214
Gohir.D02G139000	2564	2371.87	750.829	3.41498
Gohir.D05G214600	1724	1531.87	316.918	2.23184
Gohir.A05G110900	1774	1581.87	633.178	4.31811
Gohir.A01G195000	1796	1603.87	0	0
