target_id	length	eff_length	AD1_5	AD1_5_tpm
Gohir.D08G013000	1846	1655.65	425.355	2.51278
Gohir.A02G177000	2260	2069.65	165.964	0.784309
Gohir.A04G123700	1724	1533.65	421.564	2.68849
Gohir.A08G078800	1460	1269.65	0	0
Gohir.D11G072700	1486	1295.65	91.8307	0.693221
Gohir.A07G011700	1009	818.649	126.322	1.50922
Gohir.D10G087901	1705	1514.65	0	0
Gohir.A02G020600	2886	2695.65	109.811	0.39843
Gohir.A12G259001	1815	1624.65	0	0
Gohir.A13G108900	818	627.682	130.487	2.03328
Gohir.D13G222400	3480	3289.65	426.279	1.2674
Gohir.D05G182700	2023	1832.65	103.094	0.550207
Gohir.A02G036800	2534	2343.65	0	0
Gohir.D02G178800	868	677.649	1	0.0144333
Gohir.A13G197800	2698	2507.65	4	0.0156014
Gohir.D10G060800	2725	2534.65	59.2112	0.228484
Gohir.A05G314900	1915	1724.65	319.255	1.81054
Gohir.D11G312636	3883	3692.65	4.15926	0.0110166
Gohir.D04G065100	1199	1008.65	0	0
Gohir.A06G132400	985	794.649	152	1.87085
Gohir.A06G182800	2308	2117.65	83.2305	0.384414
Gohir.A04G111300	915	724.649	0	0
Gohir.A02G060600	1709	1518.65	30.0411	0.193477
Gohir.D02G217101	957	766.649	72	0.918559
Gohir.A04G028900	1661	1470.65	99.7131	0.663154
Gohir.D06G213100	914	723.649	361.704	4.88874
Gohir.D07G187300	2176	1985.65	333.402	1.64224
Gohir.D11G200400	2462	2271.65	591.412	2.54636
Gohir.A10G041100	2754	2563.65	36.4182	0.138941
Gohir.D06G061000	1965	1774.65	18	0.0992044
Gohir.A04G046800	1823	1632.65	97.8436	0.586153
Gohir.D12G199300	1212	1021.65	2	0.0191469
Gohir.D06G116500	1998	1807.65	113.089	0.611896
Gohir.A09G249400	719	528.697	0	0
Gohir.A05G090300	1984	1793.65	151.744	0.827454
Gohir.D02G123700	2700	2509.65	54.617	0.212856
Gohir.A05G036500	2174	1983.65	91.3513	0.450423
Gohir.D11G062000	2003	1812.65	107.303	0.578989
Gohir.D05G166000	894	703.649	0	0
Gohir.A08G208900	2015	1824.65	37.6838	0.201998
Gohir.A02G017701	426	237.985	0	0
Gohir.A12G110300	2229	2038.65	369.693	1.77366
Gohir.D10G139300	1711	1520.65	283.135	1.82111
Gohir.D06G081600	1839	1648.65	40.9237	0.242783
