target_id	length	eff_length	AD1_3	AD1_3_tpm
Gohir.D08G013000	1846	1657.58	274.538	1.86114
Gohir.A02G177000	2260	2071.58	381.888	2.0715
Gohir.A04G123700	1724	1535.58	602.543	4.40927
Gohir.A08G078800	1460	1271.58	0	0
Gohir.D11G072700	1486	1297.58	168.867	1.46238
Gohir.A07G011700	1009	820.577	112.563	1.54144
Gohir.D10G087901	1705	1516.58	0	0
Gohir.A02G020600	2886	2697.58	243.047	1.01243
Gohir.A12G259001	1815	1626.58	0	0
Gohir.A13G108900	818	629.6	162.759	2.9049
Gohir.D13G222400	3480	3291.58	549.53	1.87602
Gohir.D05G182700	2023	1834.58	155.161	0.95038
Gohir.A02G036800	2534	2345.58	0	0
Gohir.D02G178800	868	679.6	0	0
Gohir.A13G197800	2698	2509.58	16	0.0716423
Gohir.D10G060800	2725	2536.58	108.383	0.480134
Gohir.A05G314900	1915	1726.58	252.425	1.64284
Gohir.D11G312636	3883	3694.58	2.37358	0.0072192
Gohir.D04G065100	1199	1010.58	0	0
Gohir.A06G132400	985	796.577	134.652	1.89948
Gohir.A06G182800	2308	2119.58	134.284	0.711911
Gohir.A04G111300	915	726.577	4	0.0618626
Gohir.A02G060600	1709	1520.58	34.2318	0.252971
Gohir.D02G217101	957	768.577	179.627	2.62624
Gohir.A04G028900	1661	1472.58	119.196	0.909564
Gohir.D06G213100	914	725.577	346.971	5.37353
Gohir.D07G187300	2176	1987.58	928.757	5.25083
Gohir.D11G200400	2462	2273.58	708.228	3.50036
Gohir.A10G041100	2754	2565.58	52.039	0.227926
Gohir.D06G061000	1965	1776.58	20.848	0.131865
Gohir.A04G046800	1823	1634.58	236.019	1.62253
Gohir.D12G199300	1212	1023.58	24	0.263476
Gohir.D06G116500	1998	1809.58	191.301	1.18792
Gohir.A09G249400	719	530.637	0	0
Gohir.A05G090300	1984	1795.58	285.207	1.78486
Gohir.D02G123700	2700	2511.58	76.8413	0.343794
Gohir.A05G036500	2174	1985.58	108.246	0.612598
Gohir.D11G062000	2003	1814.58	257.951	1.59739
Gohir.D05G166000	894	705.577	1	0.015926
Gohir.A08G208900	2015	1826.58	42.2426	0.259874
Gohir.A02G017701	426	239.232	0	0
Gohir.A12G110300	2229	2040.58	432.435	2.38132
Gohir.D10G139300	1711	1522.58	586.144	4.32588
Gohir.D06G081600	1839	1650.58	60.3844	0.411092
Gohir.D10G100450	505	317.183	17	0.602266
Gohir.A05G232300	2912	2723.58	560.106	2.31089
Gohir.D13G140200	1483	1294.58	387.722	3.36545
Gohir.D11G084200	1653	1464.58	51.0245	0.391486
Gohir.A06G104500	1953	1764.58	40.3379	0.256875
Gohir.A02G048901	695	506.637	0	0
Gohir.D07G067300	637	448.653	247.592	6.2012
Gohir.D05G179200	637	448.653	0	0
Gohir.A05G334375	1248	1059.58	4	0.0424206
Gohir.A05G042800	1498	1309.58	238.657	2.04783
Gohir.A04G028404	1585	1396.58	188.147	1.51384
Gohir.D09G238800	898	709.577	21	0.33256
Gohir.A11G030881	2053	1864.58	704.154	4.24363
Gohir.D09G164440	504	316.204	1.85622	0.0659648
