target_id	length	eff_length	AD2_3	AD2_3_tpm
Gohir.D08G013000	1846	1658.35	89.1349	0.641898
Gohir.A02G177000	2260	2072.35	205.703	1.18542
Gohir.A04G123700	1724	1536.35	463.258	3.60103
Gohir.A08G078800	1460	1272.35	0	0
Gohir.D11G072700	1486	1298.35	53.5734	0.492779
Gohir.A07G011700	1009	821.352	113.172	1.64552
Gohir.D10G087901	1705	1517.35	0	0
Gohir.A02G020600	2886	2698.35	110.877	0.490724
Gohir.A12G259001	1815	1627.35	14.0077	0.102797
Gohir.A13G108900	818	630.459	119.961	2.27236
Gohir.D13G222400	3480	3292.35	213.252	0.773539
Gohir.D05G182700	2023	1835.35	0	0
Gohir.A02G036800	2534	2346.35	33	0.167964
Gohir.D02G178800	868	680.427	0	0
Gohir.A13G197800	2698	2510.35	4.01103	0.0190817
Gohir.D10G060800	2725	2537.35	34.2477	0.161193
Gohir.A05G314900	1915	1727.35	274.987	1.9012
Gohir.D11G312636	3883	3695.35	19.485	0.0629707
Gohir.D04G065100	1199	1011.35	0	0
Gohir.A06G132400	985	797.352	49.3731	0.739494
Gohir.A06G182800	2308	2120.35	44.9534	0.253192
Gohir.A04G111300	915	727.41	3	0.0492535
Gohir.A02G060600	1709	1521.35	12.9542	0.10169
Gohir.D02G217101	957	769.391	111.502	1.73073
Gohir.A04G028900	1661	1473.35	114.084	0.924729
Gohir.D06G213100	914	726.41	317.082	5.21296
Gohir.D07G187300	2176	1988.35	13	0.0780809
Gohir.D11G200400	2462	2274.35	543.296	2.85282
Gohir.A10G041100	2754	2566.35	27.8082	0.129405
Gohir.D06G061000	1965	1777.35	0	0
Gohir.A04G046800	1823	1635.35	23.9204	0.174684
Gohir.D12G199300	1212	1024.35	19	0.221513
Gohir.D06G116500	1998	1810.35	73.6633	0.485941
Gohir.A09G249400	719	531.518	6.29847	0.141518
Gohir.A05G090300	1984	1796.35	6	0.0398891
Gohir.D02G123700	2700	2512.35	58.6869	0.278969
Gohir.A05G036500	2174	1986.35	38.5015	0.231482
Gohir.D11G062000	2003	1815.35	120.338	0.791659
Gohir.D05G166000	894	706.41	0	0
Gohir.A08G208900	2015	1827.35	21.2138	0.138641
Gohir.A02G017701	426	240.364	0	0
Gohir.A12G110300	2229	2041.35	399.105	2.33488
Gohir.D10G139300	1711	1523.35	299.055	2.34448
Gohir.D06G081600	1839	1651.35	7.74068	0.0559802
Gohir.D10G100450	505	318.039	6	0.225302
Gohir.A05G232300	2912	2724.35	229.031	1.00398
Gohir.D13G140200	1483	1295.35	358.051	3.30105
Gohir.D11G084200	1653	1465.35	22.2016	0.180941
Gohir.A06G104500	1953	1765.35	18.5531	0.125511
Gohir.A02G048901	695	507.531	0	0
Gohir.D07G067300	637	449.544	94.2491	2.5038
Gohir.D05G179200	637	449.544	0	0
Gohir.A05G334375	1248	1060.35	0	0
Gohir.A05G042800	1498	1310.35	114.766	1.04597
Gohir.A04G028404	1585	1397.35	7	0.0598256
Gohir.D09G238800	898	710.41	5	0.0840535
Gohir.A11G030881	2053	1865.35	775.009	4.96182
Gohir.D09G164440	504	317.047	0	0
Gohir.A12G128850	1905	1717.35	0	0
Gohir.D09G058025	303	127.443	14	1.31192
Gohir.A12G161300	1882	1694.35	115.744	0.815809
Gohir.D01G194350	2745	2557.35	1	0.00466987
Gohir.D05G017800	712	524.518	7.20437	0.164033
Gohir.D06G167100	1645	1457.35	32.4181	0.265655
Gohir.A08G219555	1498	1310.35	142.251	1.29646
Gohir.A05G006100	1128	940.352	239.462	3.04118
Gohir.D04G010300	2689	2501.35	287.368	1.37201
Gohir.D01G057100	1269	1081.35	0	0
Gohir.D04G170800	1594	1406.35	208.953	1.77439
Gohir.A01G153800	1751	1563.35	2.19695	0.0167826
Gohir.D08G228400	1119	931.352	0	0
Gohir.A04G048165	1065	877.352	12.4306	0.169205
Gohir.A10G237000	918	730.41	0	0
Gohir.A13G016300	1270	1082.35	62.1222	0.685446
Gohir.D08G191800	1624	1436.35	593.65	4.93588
Gohir.A09G110880	1269	1081.35	0	0
Gohir.A05G236950	636	448.544	0	0
Gohir.D09G120400	2577	2389.35	32.4699	0.162292
Gohir.D03G135900	1752	1564.35	7.55601	0.0576836
Gohir.A08G101400	804	616.459	148.705	2.88082
Gohir.D07G105100	1173	985.352	55.465	0.672237
Gohir.D05G279500	1041	853.352	31.0953	0.435173
Gohir.A11G029900	871	683.41	682.739	11.9308
Gohir.D05G344800	1847	1659.35	0	0
Gohir.A11G286841	945	757.391	0	0
Gohir.D03G031800	1092	904.352	650.909	8.59562
Gohir.A11G096800	2714	2526.35	87.7402	0.414763
Gohir.A03G186400	1186	998.352	7.38986	0.088399
Gohir.D04G161600	1440	1252.35	201	1.91675
Gohir.D10G096000	1922	1734.35	88.949	0.612489
Gohir.D11G217600	2203	2015.35	1	0.00592576
Gohir.A06G061900	913	725.41	11	0.181094
Gohir.A06G078300	2296	2108.35	44.8863	0.254252
Gohir.D05G234600	3130	2942.35	105.429	0.427916
Gohir.A13G194500	999	811.352	912	13.4239
Gohir.A06G043800	4312	4124.35	89.8629	0.260207
Gohir.A09G087600	1070	882.352	6.59425	0.0892521
Gohir.D13G042300	1337	1149.35	254.991	2.64952
Gohir.D03G095800	2782	2594.35	98.3275	0.452627
Gohir.D08G069200	3165	2977.35	246.532	0.988867
Gohir.D11G105400	1852	1664.35	1	0.00717546
Gohir.D11G065833	922	734.41	0	0
Gohir.D02G136400	4076	3888.35	509.184	1.56388
Gohir.D02G043200	2366	2178.35	12.0883	0.0662725
Gohir.A02G162900	952	764.391	31.1796	0.487136
Gohir.D03G166101	1665	1477.35	210	1.69758
Gohir.A05G044600	1089	901.352	665.535	8.81803
Gohir.D13G072400	2007	1819.35	137.393	0.90187
Gohir.D02G104300	1911	1723.35	22.5333	0.156152
Gohir.A09G026000	7171	6983.35	675.531	1.15525
Gohir.A05G057500	1461	1273.35	20.4182	0.191498
Gohir.A08G114700	1067	879.352	1	0.013581
Gohir.D10G152000	1549	1361.35	268.942	2.3593
Gohir.D05G287000	1718	1530.35	475.673	3.71203
Gohir.A02G144200	969	781.352	219.992	3.36245
Gohir.A12G030701	522	334.925	1	0.0356572
Gohir.D02G014900	3427	3239.35	8.75918	0.0322924
Gohir.A10G169466	748	560.518	3	0.0639184
Gohir.A07G112100	1898	1710.35	89.9475	0.628056
Gohir.D06G172800	619	431.555	0	0
Gohir.D08G092550	231	72.3353	1.67497	0.276537
Gohir.A04G018100	2811	2623.35	21	0.0955999
Gohir.D06G070000	3166	2978.35	175.218	0.702583
Gohir.A06G175900	1442	1254.35	22.2645	0.211977
Gohir.D10G113200	1290	1102.35	191.044	2.06971
Gohir.A06G089000	2502	2314.35	367.059	1.89409
Gohir.D10G136700	1374	1186.35	3	0.0301997
Gohir.D02G211100	963	775.391	132.964	2.04789
Gohir.D06G009100	2758	2570.35	72.6023	0.337328
Gohir.A06G203700	1768	1580.35	142.45	1.07648
Gohir.A10G031650	915	727.41	1	0.0164178
Gohir.D06G185900	1275	1087.35	28	0.307527
Gohir.D02G193500	354	172.222	41	2.84309
Gohir.D12G211400	642	454.544	0	0
Gohir.D07G106900	1085	897.352	1	0.0133086
Gohir.A05G257150	774	586.489	0	0
Gohir.D09G074600	858	670.427	477.335	8.5029
Gohir.D02G139000	2564	2376.35	458.899	2.30622
Gohir.D05G214600	1724	1536.35	553.959	4.30608
Gohir.A05G110900	1774	1586.35	392.514	2.95495
Gohir.A01G195000	1796	1608.35	0	0
Gohir.D05G354825	333	153.345	0	0
Gohir.A12G219875	606	418.555	0	0
Gohir.D09G245650	568	380.685	0	0
Gohir.A13G139780	1125	937.352	3.23912	0.0412685
Gohir.A10G158400	1065	877.352	4	0.0544479
Gohir.D12G014000	1852	1664.35	335.467	2.40713
Gohir.A09G112900	1696	1508.35	93.076	0.736936
Gohir.A11G032200	1485	1297.35	94.6878	0.871628
Gohir.D02G076100	1379	1191.35	737.848	7.39642
Gohir.D02G168900	2310	2122.35	6.51273	0.0366472
Gohir.D09G149400	2344	2156.35	6.07729	0.0336578
Gohir.D13G036900	2218	2030.35	474.374	2.79026
Gohir.A13G063900	1421	1233.35	113.841	1.10232
Gohir.A07G183850	623	435.555	0	0
Gohir.D01G109550	216	62.4048	0	0
Gohir.D05G339300	1391	1203.35	101.369	1.00603
Gohir.A08G000117	641	453.544	19.1087	0.503162
Gohir.A11G253600	3103	2915.35	158.702	0.65011
Gohir.D02G162600	2292	2104.35	39.6776	0.225176
Gohir.A06G132200	2674	2486.35	92.8823	0.446134
Gohir.D08G252466	264	95.9995	0	0
Gohir.A08G184900	2168	1980.35	126.632	0.763653
Gohir.A08G099868	2794	2606.35	141.561	0.648645
Gohir.D04G097500	1283	1095.35	453	4.939
Gohir.D05G057600	2551	2363.35	246.064	1.24341
Gohir.A06G111004	426	240.364	0	0
Gohir.D11G115100	456	269.644	0	0
Gohir.D02G144600	2553	2365.35	113	0.570529
Gohir.D05G306750	174	38.6922	10.9007	3.36455
Gohir.D01G110500	1668	1480.35	2	0.0161347
Gohir.A05G389500	1332	1144.35	443.201	4.62525
Gohir.D04G191000	1465	1277.35	157.59	1.47337
Gohir.D09G177200	1117	929.352	72	0.925224
Gohir.A05G171200	1945	1757.35	1504.29	10.2228
Gohir.D07G144500	2265	2077.35	399.843	2.29866
Gohir.A02G131602	702	514.531	0	0
Gohir.D09G148200	468	281.472	3	0.127286
Gohir.D13G169500	776	588.489	0	0
Gohir.D05G061700	1906	1718.35	279.558	1.94292
Gohir.A10G138000	651	463.544	17.0822	0.440098
Gohir.D05G127800	2098	1910.35	382.24	2.38956
Gohir.A06G188000	545	357.787	0	0
Gohir.A04G136166	474	287.386	22	0.914221
Gohir.D05G162100	1462	1274.35	8.98802	0.0842305
Gohir.A02G152800	1595	1407.35	70	0.594005
Gohir.D04G126700	2004	1816.35	0	0
Gohir.D08G175150	399	214.407	0	0
Gohir.A10G180800	858	670.427	47.5947	0.847817
Gohir.D05G200300	2414	2226.35	105.956	0.568364
Gohir.A06G184200	1632	1444.35	5	0.041342
Gohir.A05G174300	1908	1720.35	533.36	3.70252
Gohir.D03G099501	1705	1517.35	78.3655	0.616784
Gohir.D05G379600	763	575.518	5	0.103754
Gohir.A13G096100	2329	2141.35	145.873	0.813546
Gohir.A06G171600	3763	3575.35	126.701	0.423209
Gohir.D02G060700	911	723.41	12	0.198103
Gohir.A11G063866	998	810.352	30.8506	0.454658
Gohir.D04G130600	1233	1045.35	141.493	1.61647
Gohir.A13G202000	1652	1464.35	59.4962	0.48522
Gohir.D12G051200	2062	1874.35	257.573	1.64114
Gohir.A07G093500	746	558.518	0	0
Gohir.D08G032600	1356	1168.35	6127.33	62.6314
Gohir.A05G202800	3483	3295.35	536.78	1.94531
Gohir.A05G058000	1462	1274.35	1	0.00937142
Gohir.D10G105201	573	385.676	0	0
Gohir.A09G089932	2542	2354.35	2	0.010145
Gohir.A05G343600	3502	3314.35	419.023	1.50985
Gohir.D05G352900	1899	1711.35	28.796	0.20095
Gohir.A12G080900	1402	1214.35	2	0.0196689
Gohir.D11G305800	923	735.41	11	0.178632
Gohir.A02G027600	1729	1541.35	144.95	1.12308
Gohir.A11G314300	1726	1538.35	1	0.00776317
Gohir.D11G004801	690	502.531	836.311	19.8747
Gohir.D09G135200	932	744.41	10	0.160429
Gohir.D09G152550	234	74.3481	1	0.16063
Gohir.A12G037300	1127	939.352	399.955	5.08484
Gohir.A11G282669	210	58.5677	1	0.203909
Gohir.A09G096001	954	766.391	3	0.0467483
Gohir.D05G116800	1456	1268.35	0	0
Gohir.D04G102100	2214	2026.35	22	0.129659
Gohir.A12G037100	2141	1953.35	6	0.0366831
Gohir.D01G033132	965	777.391	0	0
Gohir.D05G087500	3297	3109.35	186.56	0.716544
Gohir.A13G148700	3982	3794.35	85.7872	0.27001
Gohir.D11G222014	204	54.7868	0	0
Gohir.D05G073700	1672	1484.35	1785.14	14.3625
Gohir.A01G181400	2148	1960.35	87	0.530005
Gohir.D08G202400	1665	1477.35	113.213	0.915182
Gohir.D08G027900	2146	1958.35	354.228	2.16016
Gohir.D01G152650	321	142.697	0	0
Gohir.A04G102000	1294	1106.35	35.834	0.386809
Gohir.A09G028700	2906	2718.35	13	0.0571127
